,moveId,original_title,collectionId,release_date,backdrop_path,poster_path
878,1172,Nuovo Cinema Paradiso,,1988-11-17,/tVi83ttAeyMJinYpy6xfgJSpzvP.jpg,/hYzCLju3W74nLhhRXfPkwDi1Tun.jpg
879,1173,The Cook- the Thief- His Wife & Her Lover,,1989-09-10,/5pbP4dPcODqHl6eWPjeMkvIzdGJ.jpg,/aDgKRKZD4ntHriXoqKfXxtvvSB5.jpg
880,1175,Delicatessen,,1991-04-17,/uaybyb5PuxIHrEhUAEnS4z4tK6H.jpg,/nD4v80ggEmqXFZtaLDSHA2vxZoR.jpg
881,1176,La double vie de Véronique,,1991-05-15,/3QZWb2kXhnBXINQexYKZWHUGRxn.jpg,/CuBNIdRCfFbTQTZtK0G99mxI42.jpg
882,1177,Enchanted April,,1991-11-06,/jKoHtz1u3Nj2jbxaXj1Ei3OjJTl.jpg,/tLZQ9pv6gHdVgXdkmzUQzacFS2g.jpg
883,1178,Paths of Glory,,1957-09-18,/vSDl3hqsxxNaj0tE5ZLsTQeL0dS.jpg,/f3DEXseCs3WBtvCv9pVPCtoluuG.jpg
884,1179,The Grifters,,1990-10-10,/fRMggmOJ9LadLlWXK5aZrIhpUGw.jpg,/uyaZkvfe907W8zH6QonaFjPxJ63.jpg
885,1180,Hear My Song,,1991-12-27,/tLjiNIn5g6oW1Qr5rTmrVt8klel.jpg,/sg0SmGCtFcfWUWnVsOdhDRjCItM.jpg
886,1183,The English Patient,,1996-11-05,/vhYPNslhcyL8PIRgLRWX6odr4RP.jpg,/yqaKkARc9Ku8mIENQt8bGVHaowJ.jpg
887,1184,Mediterraneo,,1991-01-31,/rVnw6V6NselkJfYt90beU1yXesy.jpg,/zn2nfy87gqCt4uZ7m3Azs16EFRX.jpg
888,1185,My Left Foot: The Story of Christy Brown,,1989-07-21,/fyzZ3El1FesFPK8L2mBv8ZDdMBV.jpg,/dUp7IDg3MlN3nTuUHrXoi22FrLz.jpg
889,1186,Sex- Lies- and Videotape,,1989-08-18,/esCRA7XoKR95PmbzmcbrfhcXQNN.jpg,/kOXATYKziiKmoMxgKA10JOO13JZ.jpg
890,1187,Passion Fish,,1992-12-11,/91dvH3w4uywkkIiIIbzviwahsaQ.jpg,/xiDasTZfOZ0jEZ6O3NiapeVzUIV.jpg
891,1188,Strictly Ballroom,,1992-08-20,/6Ns8a4V5e69f3srxlre33yWNyQO.jpg,/ulA2RUGNvrwxbLDVUwxyB2eBl6P.jpg
892,1189,The Thin Blue Line,,1988-08-28,/kSaEzPnNu8HAvq1TpbmqWNPKP7.jpg,/xFN3xPDzN4O7oIBmxnLIh8VROIw.jpg
893,1190,¡Átame!,,1990-01-20,/iBmkZXzt5cQ1RNVGklyYQAZvFNa.jpg,/t8oYWntv459ZWnQhEOc9oQKW6pA.jpg
894,1191,Madonna: Truth or Dare,,1991-05-10,/smykOwoFyGXYXY5NBsDeQeafaoU.jpg,/gGl1TvzDzrfA5HhRQwvwzW55CXv.jpg
895,1192,Paris is Burning,,1990-03-13,/6YBWWRlr8Ck6yfyQZI4iK9yDIjR.jpg,/UeNcbdtVcBZk0ggUBVaXwO2Dbe.jpg
896,1193,One Flew Over the Cuckoo's Nest,,1975-11-18,/4E7YQcwui0PfNXguf4V2X8YocPC.jpg,/2Sns5oMb356JNdBHgBETjIpRYy9.jpg
897,1194,Up in Smoke,33071.0,1978-01-01,/5e9CnlFmvIt2qo2SLETZ1Qcuh9G.jpg,/cBbgz13sfqRMgu2neJYKAJ0xmx5.jpg
898,1196,The Empire Strikes Back,10.0,1980-05-20,/amYkOxCwHiVTFKendcIW0rSrRlU.jpg,/9SKDSFbaM6LuGqG1aPWN3wYGEyD.jpg
899,1197,The Princess Bride,,1987-09-18,/o2gEauGHuMbWST0dDfgQWsxpx7Q.jpg,/gpxjoE0yvRwIhFEJgNArtKtaN7S.jpg
900,1198,Raiders of the Lost Ark,84.0,1981-06-12,/1TxaXNobCO3fhcgYUfLHj6CkEFP.jpg,/44sKJOGP3fTm4QXBcIuqu0RkdP7.jpg
901,1199,Brazil,,1985-02-20,/pVlZBKp8v3Jzd0ahPmrBGlbeQ2s.jpg,/55Vfc1beLn3pJF4Lw83TRKHenK6.jpg
902,1200,Aliens,8091.0,1986-07-18,/fYoe6SqpNpTjUIIZhLGHfHu1Nt8.jpg,/nORMXEkYEbzkU5WkMWMgRDJwjSZ.jpg
903,1201,Il buono- il brutto- il cattivo,48317.0,1966-12-23,/xGC2fY5KFmtuXnsuQwYQKFOLZFy.jpg,/wfPHdfofBD5PN96dV96a51B3Ja2.jpg
904,1202,Withnail & I,,1987-06-19,/ioY6kNwh1h1syTYu3ppbbYCYmwG.jpg,/lXD5UR2dvXJF54AIBt8G2kDvYGk.jpg
905,1203,12 Angry Men,,1957-03-25,/lH2Ga8OzjU1XlxJ73shOlPx6cRw.jpg,/3W0v956XxSG5xgm7LB6qu8ExYJ2.jpg
906,1204,Lawrence of Arabia,,1962-12-10,/aSYxlJmM6393RF77ubSEYVKS5Ip.jpg,/j21UXCOq0EbV8EPTtmPn1CGePfB.jpg
907,1206,A Clockwork Orange,,1971-12-18,/unMc1jEyqCnzba976GviSFKGagt.jpg,/4sHeTAp65WrSSuc05nRBKddhBxO.jpg
908,1207,To Kill a Mockingbird,,1962-12-25,/eb8EqwtFWVoujlbU8CmaEYc1qE5.jpg,/gQg6sPYfNTUlf8wEtydzWl09RyR.jpg
909,1208,Apocalypse Now,,1979-08-15,/k91Dag8AZbhjIJqrtf7F1bQnGPg.jpg,/jcvJ2xcVWU9Wh0hZAxcs103s8nN.jpg
910,1209,C'era una volta il West,,1968-12-21,/sNaQWTsQFfdhjKweXbgjSHKZ8YS.jpg,/3RymloPYcEPx30T1vTrz2cXaVnh.jpg
911,1210,Return of the Jedi,10.0,1983-05-23,/koE7aMeR2ATivI18mCbscLsI0Nm.jpg,/lrJWyjOVjPhghl4KyAMtOepAxs.jpg
912,1211,Der Himmel über Berlin,,1987-05-17,/1g2U87rEGRlkNkHU2DzZGJaFa20.jpg,/3zDaZ59lYvdCMYHi2ufUu7VmjkP.jpg
913,1212,The Third Man,,1949-08-31,/lrIuSWdC1LfKJZUnBX6axJxzZGe.jpg,/rO2Fq0AZZx9obs52KJdx4mRE8p5.jpg
914,1213,GoodFellas,,1990-09-12,/sw7mordbZxgITU877yTpZCud90M.jpg,/hAPeXBdGDGmXRPj4OZZ0poH65Iu.jpg
915,1214,Alien,8091.0,1979-05-25,/dfNrZ82poQ8blHWJreIv6JZQ9JA.jpg,/2h00HrZs89SL3tXB4nbkiM7BKHs.jpg
916,1215,Army of Darkness,1960.0,1992-10-09,/5RPXs9g0sZ9Woo4pNLxdXdge7tc.jpg,/2eZKDIwLNnySbwqQtAaUz0kYDIL.jpg
917,1216,Le Grand Bleu,,1988-05-11,/eSZUjmpNSnQZ2Wp1IRdlbUpSAuz.jpg,/RgvRBAD5LTGsePMzjaqaNPkSYf.jpg
918,1217,乱,,1985-06-01,/3QWR9tyxLtCz7xANh7nyIxYPISp.jpg,/dwYUbrcQAyshW22yoUTzWwwC67b.jpg
919,1218,喋血雙雄,,1989-07-06,/5pyfKiChqJg3cZGn1EM9rIWXALl.jpg,/8hTxlSqMAHBXAh1eB69ir0BXhzE.jpg
920,1219,Psycho,119674.0,1960-06-16,/3md49VBCeqY6MSNyAVY6d5eC6bA.jpg,/81d8oyEFgj7FlxJqSDXWr8JH8kV.jpg
921,1220,The Blues Brothers,112636.0,1980-06-17,/q3eNcig4YFEsUTnmIYDA90FdndO.jpg,/6hesUNBkpVRqBTBw2HlTg0h8b56.jpg
922,1221,The Godfather: Part II,230.0,1974-12-20,/gLbBRyS7MBrmVUNce91Hmx9vzqI.jpg,/bVq65huQ8vHDd1a4Z37QtuyEvpA.jpg
923,1222,Full Metal Jacket,,1987-06-26,/nfm6JCKUaM6dT0mATmShLY6cpmc.jpg,/29veIwD38rVL2qY74emXQw4y25H.jpg
924,1223,A Grand Day Out,529.0,1990-05-18,/w9K57ZxMuj12LPHf6aTKMLSG1ZS.jpg,/2Lcpn1Q3Fxwb7ZHy8UTFhogWhR2.jpg
925,1224,Henry V,,1989-10-05,/usbfKNeqx5FrHByBf7Fzf9WDuIl.jpg,/lGvLBxPDSqBbrvZBmbKFEi91QDo.jpg
926,1225,Amadeus,,1984-10-26,/sHsPEij3nojL34xcnaLdnuKEfmH.jpg,/flnoqdC38mbaulAeptjynOFO7yi.jpg
927,1226,The Quiet Man,,1952-07-21,/uZttYyxXYws0REW3BKCtGXy8dWh.jpg,/9twLidKb0ZmPPyslgpvJI8Gbjyd.jpg
928,1227,Once Upon a Time in America,,1984-05-23,/vnT6HzjLSDrAweHn9xWykb8Ii6T.jpg,/fqP3Q7DWMFqW7mh11hWXbNwN9rz.jpg
929,1228,Raging Bull,,1980-11-14,/yt88nEyDJLN8gOg1FTvCcXCM672.jpg,/3cgzzWsUOBlNjmA5m4qs9BGkezC.jpg
930,1230,Annie Hall,,1977-04-19,/8iNt5LGxpX9XeNWJgjx17xfTT7u.jpg,/bK9bLXwxWuXX5mbq75PZqjvAtfG.jpg
931,1231,The Right Stuff,,1983-10-20,/2ZPIAUctGFWgatWLGnFb2FPcvbo.jpg,/df1gdyE9S3DxmTfAeN3pNdSm64J.jpg
932,1232,Сталкер,,1979-04-16,/m7yrs7Sw5WpUNJdqDjEhkNJVpxt.jpg,/lUE0Bp7wH0EterJ44qMRsqtKFnp.jpg
933,1233,Das Boot,,1981-09-16,/mc0PbKrrFRCUEpI09reR3ihHrIo.jpg,/gYEImvnkl0i8I7vYDSu0EC6ODKv.jpg
934,1234,The Sting,330605.0,1973-12-25,/qdTTCAt35taHlFeeKZwBXLuJ5z7.jpg,/mQaM8fDQdFWwCTFp0TZG8fChlZ5.jpg
935,1235,Harold and Maude,,1971-12-20,/n9DOnCfL1TikPCkohQPHliRHYlM.jpg,/xqay68babjK46U9WBFD2TmtnGcx.jpg
936,1236,Trust,,1990-09-09,/dxWO4V86N2P4z08XwFoz7TL86i4.jpg,/kAO8LRlMUUXJHuQOwA4TNDdgjTG.jpg
937,1237,Det sjunde inseglet,,1957-02-16,/d9VUlRTovsGbwkUjNR2OGOGrQuO.jpg,/iJXSumDrz64AvmFZaHHNBGDO1ex.jpg
938,1238,Local Hero,,1983-02-17,/c1CCYZpuXF58G0ebPnzolnxtxRI.jpg,/elpcU8vLuxq92qDJD2tBrwTtH4a.jpg
939,1240,The Terminator,528.0,1984-10-26,/6yFoLNQgFdVbA8TZMdfgVpszOla.jpg,/q8ffBuxQlYOHrvPniLgCbmKK4Lv.jpg
940,1241,Braindead,,1992-08-13,/3qgqAUA1JQT3o3CUxUhKQ3qZXBY.jpg,/zzgn2fBeKmIMDEuX7FqS2l1WGfu.jpg
941,1242,Glory,,1989-12-15,/sqnYSuxXa0noQmz0VC6kNIBYIyj.jpg,/6pDBbYmR9iqg3IF8lgyY9pWFiqT.jpg
942,1243,Rosencrantz & Guildenstern Are Dead,,1991-02-08,/5HbM5l1Hmdo9CCFgC86saeHRBBQ.jpg,/85W0AoRbaLUsZIrnfN68PP9UcTD.jpg
943,1244,Manhattan,,1979-04-25,/qjm30F9hwJ6BNbsb7iOrrKwkY3n.jpg,/k4eT3EvfxW1L9Wmt04UqJqCvCR6.jpg
944,1245,Miller's Crossing,,1990-09-21,/dYClzpvR7dCnlcQOE06OkgzfnyG.jpg,/gmUAhNHY4bxQzgHjXci5JAW7u62.jpg
945,1246,Dead Poets Society,,1989-06-02,/34DzJKMrzgc3EO1Dnbp6mkpbCZm.jpg,/3Ri2GReavqSHqWemlP6HYn8i2P9.jpg
946,1247,The Graduate,,1967-12-21,/sEWKMIlgUCCb2n5mT0Mf71DRKLR.jpg,/itdaGoyXKIAXRrHmchoMsGbwp2y.jpg
947,1248,Touch of Evil,,1958-04-23,/pIWTZLpLfryQj4NrCY4ElI8Sk24.jpg,/zWfkZmmGpM67HWB9sxzo3B09TWj.jpg
948,1249,Nikita,,1990-02-21,/qaTAX69aDbEinfhklbuI76lPO5c.jpg,/mjSe0ehEPaSRMFYF9qVFGpk9ubM.jpg
949,1250,The Bridge on the River Kwai,,1957-10-02,/d23XXntJrVwNENvdriJdqlW1ae6.jpg,/vtPR6tSHeu35rF6qTDw3Yjr9eDg.jpg
950,1251,8½,,1963-02-14,/cdccKL6nLs21Ak27BWpryPrxqie.jpg,/5pQlc8dp5dXzWg1yM70DZrsDpOl.jpg
951,1252,Chinatown,359005.0,1974-06-20,/9UdSUcAVQQaffwbB0aDrbaMGsdQ.jpg,/iIHO6FzF6lL4mA90rrmk3Y705XS.jpg
952,1253,The Day the Earth Stood Still,,1951-09-17,/uExEupzfV7Ffau0H98aefUU0zcG.jpg,/x2DquTpLTq54aPFDnqlwY7apCC3.jpg
953,1254,The Treasure of the Sierra Madre,,1948-01-24,/dDuNQNUdVMSKeEOwvuicc7m83IL.jpg,/qvExr87oqKHvNiFRK5VqDoZrS5D.jpg
954,1255,Bad Taste,,1987-12-01,/sg3Enbal9aQJa8T6j5qLO0A7eqC.jpg,/wopLobnRKqvxA4yycQIvquMx1yn.jpg
955,1256,Duck Soup,,1933-11-17,/6WJ0bWaDD4lXBBlteDAOiXziIT9.jpg,/jy4DJN8pKmEz4UNjCGiFaJuMfDJ.jpg
956,1257,Better Off Dead...,,1985-10-11,/A9FCmb5Qz2HTfsNzXaASsl5GIjf.jpg,/urpEd0gVcDa6Enl6T2HO9BxjeKI.jpg
957,1258,The Shining,530064.0,1980-05-22,/h4DcDCOkQBENWBJZjNlPv3adQfM.jpg,/9fgh3Ns1iRzlQNYuJyK0ARQZU7w.jpg
958,1259,Stand by Me,,1986-08-08,/pOeL0gtSLNqwenJeojlTgy1D5Qk.jpg,/kedC0y75jdzByjuZNLOWIOtduNw.jpg
959,1260,M - Eine Stadt sucht einen Mörder,,1931-05-11,/j7hS3yybvvAd9V217IkZSOjkOvY.jpg,/AqE126KXLcT3wwmeM3HtlKqyGze.jpg
960,1261,Evil Dead II,1960.0,1987-03-13,/9meXjIwJZk9aMMoMZk3AMzt8o44.jpg,/n49mpgUsPgBfRg2qIEj31HX0chu.jpg
961,1262,The Great Escape,,1963-06-20,/ubbZeZzxccUDVwSo1E98XYcUFvt.jpg,/qhy4HgUqhEbwQ1ekKTv7yEB3b0e.jpg
962,1263,The Deer Hunter,,1978-12-08,/kzRUFR2FiITeP9LMPe8j2zrC7Xv.jpg,/slNJESItHPqp1CENEJQUPw8d7WE.jpg
963,1264,Diva,,1981-03-11,/gikVELs2XzoKo1pmRieQkJN803I.jpg,/3Got5xWBJWj8K4iVn8gcjDpQ5Mf.jpg
964,1265,Groundhog Day,,1993-02-11,/8mX6FV59T2dSeln4Vc3KLM133aZ.jpg,/vXjVd0Vu0MXRZnga7wEnHIIhO5B.jpg
965,1266,Unforgiven,,1992-08-07,/nKYH8DaWjKE3RhEyaa0Ue01kPCp.jpg,/km6qw4qUkHQRN5y2U1juM1WkBFh.jpg
966,1267,The Manchurian Candidate,,1962-10-24,/b2Mc40eCIb9Z55X7lbHGT2TsI9m.jpg,/1a6krdQr17aaA0Q3yS5LNVtxYvf.jpg
967,1268,Pump Up the Volume,,1990-08-22,/lFQN3Eshiqwx9fSxxsZdZOtuAWL.jpg,/5Re4KeKhTXRdTb52R31zNisGwqc.jpg
968,1269,Arsenic and Old Lace,,1944-09-23,/gb8pPJ3214jUql3RuZdwJ4NJvPS.jpg,/81BZ372hnaGIzgb825Ny2hoxxDO.jpg
969,1270,Back to the Future,264.0,1985-07-03,/x4N74cycZvKu5k3KDERJay4ajR3.jpg,/pTpxQB1N0waaSc3OSn0e9oc8kx9.jpg
970,1271,Fried Green Tomatoes,,1991-12-27,/z4Ausah3ytq9kX6ScjAE0jFkPdz.jpg,/g71l1vbJwyAAYk8zKCkIQQ58qcb.jpg
971,1272,Patton,,1970-01-25,/iCLuDtSSU0cFLH1oTM1828STIOB.jpg,/6pyN7udgYaGr6uNIP2MuLUcqmPh.jpg
972,1273,Down by Law,,1986-09-20,/nnP2m2MuHZmC5aeqlL5fRD0G149.jpg,/r4HxZPAhfg2akFaixpVIAM83GCY.jpg
973,1274,アキラ,,1988-07-16,/ryEVf632AXyhAxLqDDY1eHtC72N.jpg,/5KlRFKKSbyCiyYpZSS3A6G5bW0K.jpg
974,1275,Highlander,8050.0,1986-03-07,/q6jg0cSixdEGUsyzkuh2qqL6iVq.jpg,/6l4t1vWAFMuAiOpDT0mDWlrr5Mp.jpg
975,1276,Cool Hand Luke,,1967-06-22,/97oVyyXriXlwIaiDDvB0p72471o.jpg,/vDwphkloD7ToaDpKASAXGgHOclN.jpg
976,1277,Cyrano de Bergerac,,1990-03-28,/3f6u2Z0X1bBiidAvhu9SRurjFp7.jpg,/huxQL2d1yxjh2QEkug5qt52F1bj.jpg
977,1278,Young Frankenstein,,1974-12-15,/108DrCir1YkVyhyxRP6ukB0dZpS.jpg,/tQJAWbIjvvqVKLLbIZHtwGw2HTf.jpg
978,1279,Night on Earth,,1991-12-12,/hLMx2lfGDrjHTPadn5vAfZjwIar.jpg,/aREHjLD3kwQFcL1ncNOx8ggDGxA.jpg
979,1280,大红灯笼高高挂,,1991-12-20,/uqKrCval4hQe6Urh0CVQjN0UZfO.jpg,/vKxKRsJkBScf2OBHnuVCed3IJAC.jpg
980,1281,The Great Dictator,,1940-10-15,/qkpsvso2neEr7v6YnyMoZtm6R9F.jpg,/5Sukn9kDDoUQgoCZOR1YbbjxPoi.jpg
981,1282,Fantasia,55427.0,1940-11-13,/oZBj2o3JVULRe1SlBalBpnkfp6x.jpg,/mSJgxrTaTgDSOoggIPcj3ZoZswT.jpg
982,1283,High Noon,,1952-03-27,/6AH0BpiEaLz3NMTaBhqgHdA4YJ6.jpg,/bc1x6kIO9oF30y3IMFuKMJV2uOj.jpg
983,1284,The Big Sleep,,1946-08-23,/p8pPAcLCl6blrEM02BZcs3VN4O5.jpg,/5EBI8HfYPXIBX50O3Ppwt49MCtv.jpg
984,1285,Heathers,,1989-03-31,/dw2v5NyQz8ehijKAA0Z1Mzj5CCh.jpg,/38DHopfWHrWqYjphcBeAxOomled.jpg
985,1286,Somewhere in Time,,1980-10-02,/4hqhzKb7yheP1BPnfXphIqnWWKT.jpg,/2ZCInnOBrGJzEPIYJkYWylvKdPz.jpg
986,1287,Ben-Hur,,1959-12-26,/uOQPSUGG3ZHiDg9ecN8irQNZ4T1.jpg,/m4WQ1dBIrEIHZNCoAjdpxwSKWyH.jpg
987,1288,This Is Spinal Tap,,1984-05-04,/o21qmruJenPD9YunYFUxHnojKac.jpg,/2VDPeoPJ2bKdmfuJxxCktx1hr5g.jpg
988,1289,Koyaanisqatsi,173344.0,1982-04-28,/yTE8fOjmGmF8sRuurMb2aoGYmHh.jpg,/hxL6Obbbbh9KPvGpXX7F1Oc9Fft.jpg
989,1290,Some Kind of Wonderful,,1987-02-27,/k7EhJms7VoWvyCLVW3Tbs0BYJgW.jpg,/t5trXgQn0B6Un8JeGGWhwek95f6.jpg
990,1291,Indiana Jones and the Last Crusade,84.0,1989-05-24,/vfvVuu1JdnEGcyZUj7VHrhhbeMj.jpg,/4p1N2Qrt8j0H8xMHMHvtRxv9weZ.jpg
991,1292,Being There,,1979-12-19,/atwIGUTfCSdi7kgPoGClHz0yb7B.jpg,/bgTFBMBuh4jA45l0DYyHC2GTq8X.jpg
992,1293,Gandhi,,1982-11-30,/3PfIfAUzRWYri6nnm8AgjyQePd7.jpg,/2z9A4FSu1YySrhhcuqkdMIXpgyN.jpg
993,1295,The Unbearable Lightness of Being,,1988-02-05,/wru4lC7aK4BYJzxAOoDI0vlfXL7.jpg,/g1kPEwATsCI8DnGx6ViAhUVKQSI.jpg
994,1296,A Room with a View,,1985-12-13,/8fAXEcTr8AlHsZl6kXKMBXKeqs0.jpg,/fS4mDKBIHeTmWXPGgz64d2dMyJG.jpg
995,1297,Real Genius,,1985-08-07,/x3fJpijAVSHHT3yHRUNhMi69r4A.jpg,/1HxrHluqDwou74TrE3bRqoiQN9N.jpg
996,1298,Pink Floyd: The Wall,,1982-07-14,/sofxsyR4Br8CdKLCZzzITvdrU4g.jpg,/jshxdvf8A7oQqBAH3GFwXRwDyCX.jpg
997,1299,The Killing Fields,,1984-11-02,/kjEgZzhigOU6dZKGfw1oVOnmVId.jpg,/pzSdpgnjJi79UboweTlFDQmRq7M.jpg
998,1300,Mitt liv som hund,,1985-12-12,/xytJC5lTH1nRuJawbssz0cph0i2.jpg,/eVg9IsX2HtR1BNYH0UAhF4JPHi7.jpg
999,1301,Forbidden Planet,,1956-03-15,/9rrZp2Je3hZjE8Q9m3Ju84eFjDy.jpg,/qdH1Fm5vl1DAjXNHPmRZ4yEiUgM.jpg
1000,1302,Field of Dreams,,1989-04-21,/g5gwbwR98yN1TvycqHCJZhCPa7O.jpg,/ps5B8ZNSFvqLczD5e4Yh3whV66B.jpg
1001,1303,The Man Who Would Be King,,1975-12-03,/1Jgefbg5cKfCrppNbP0nPJm2TdR.jpg,/yS2WvQ2oRAJqzpnFiC9dEOtQ7E3.jpg
1002,1304,Butch Cassidy and the Sundance Kid,,1969-09-23,/9l71hJurR6cGqyCnleKod5Dlg5L.jpg,/oDpDXln1x3sbnt8wQBKsU6J5txT.jpg
1003,1305,Paris- Texas,,1984-05-19,/nJKCvp8EC1ny9J9GhzcI3Scm0Jd.jpg,/t1fXt8WLqaWmHhIOUlbaK1EQnNU.jpg
1004,1306,Bis ans Ende der Welt,,1991-09-12,/gGimkIjlQRcFisJ8eiuErpAiYY2.jpg,/3JpTxwOnWC3HRK9AFu794X3D7JI.jpg
1005,1307,When Harry Met Sally...,,1989-07-21,/xd5SYDUhNVGLUeK2epbEjnVBpPN.jpg,/anYI1fzx90PgjO9PY3JStJZJmQT.jpg
1006,1310,Hype!,,1996-11-08,/zG4ZufufNwLNqx1M4fNQuXzNWYE.jpg,/vfR9veCwZMZXfpCF5QlnaLFoSr1.jpg
1007,1312,Female Perversions,,1996-01-22,/4QZnAr5Np666pfN8n11p2zVoTqV.jpg,/1BpcbWgw6sX1oTb4M0qgGUPljwg.jpg
1008,1318,Blue Juice,,1995-09-15,/v7kZvgKQeZPzDMoh8crdR8yoZzT.jpg,/57S6FYgFdj4hJsRKhL2ypBSDODF.jpg
1009,1320,Alien³,8091.0,1992-05-22,/nDPuIjpJyGDOnNEby5ZgkRBxymS.jpg,/p7mUd9GpmCYV5qhkKGmiEerFK3i.jpg
1010,1321,An American Werewolf in London,9380.0,1981-08-21,/lFiEdW3zVjR2Wujxu3yZLpL2N8n.jpg,/abu6zkZqsT57AkEv7l5WGgrmUAm.jpg
1011,1322,Amityville 1992: It's About Time,397842.0,1992-07-16,/zKQ6yUCmcaaHNUfNopSB9R27CTH.jpg,/pjYlDUyqaJ7ZgIPricKjFsDqZGk.jpg
1012,1323,Amityville 3-D,397842.0,1983-11-18,/xRWwI4l1jYrf0HaoBeMg1LNkstk.jpg,/nttiT4ebfMQXYS0hJ0YdTzikZMq.jpg
1013,1324,Amityville: Dollhouse,397842.0,1996-10-02,/xCtK8ny3aDTY9GKcF9ISZ7FhKUW.jpg,/e2h6nV7RAUiNQNeK4dqbmqbEorF.jpg
1014,1325,Amityville: A New Generation,397842.0,1993-09-29,/nWnuGsopr2TwCt9Pxo5tXYnkqCI.jpg,/Ks0GNi0ZSL2So5V9cRlNAm0K1f.jpg
1015,1326,Amityville II: The Possession,397842.0,1982-09-24,/rZHdqFaKU6FuSCfchnyjm8nMjrd.jpg,/qzvf4p6bKyadZQo2aZFsR4uuT2W.jpg
1016,1327,The Amityville Horror,397842.0,1979-07-26,/s2z4t3y5gvFKId09smKOUq8I8gK.jpg,/orociMcS1GExIcuiGbYYHlRlcL8.jpg
1017,1328,The Amityville Curse,397842.0,1990-05-07,/mDXlrP13bmPLo0aVHE0wBLRvE2L.jpg,/iUZMWvsHivx5V0JAUGWl1v1Q0aC.jpg
1018,1329,Blood for Dracula,,1974-08-13,/h1jE2zMJse68BSixyB5kZLQSuxi.jpg,/c4WFR6nV3oOkuKqxrVOs6ZOnXMd.jpg
1019,1330,April Fool's Day,,1986-03-27,/vPDr6U0NbDhlpOFnDh5EjplDcfS.jpg,/FiDprIXcWbAPz4sB3vYjxSjHrU.jpg
1020,1331,Audrey Rose,,1977-04-06,/ctkf5rK8spaAvwXX4GHg5sWOHcr.jpg,/aSleSJrBJ6hKA8HfVuF9mehuyTR.jpg
1021,1332,The Believers,,1987-06-09,/1PWNiGTHYfWEUzFAqjwHuxT7QB.jpg,/wMDOgjHoDdKKj3UNZzjP8AW0wxR.jpg
1022,1333,The Birds,,1963-03-28,/oHrTL0iTwLJMKbx2T3R5L5DPSyz.jpg,/z0iYrJ6GsAMP3abOha7uGMuc5kZ.jpg
1023,1334,The Blob,422193.0,1958-09-12,/2GCJBkUWzNcQ1IQc2nL7r13B7Xz.jpg,/ctOwn1Ibg3SjDG4WulvFvSH0PRT.jpg
1024,1335,Blood Beach,,1980-09-01,/kj6u5ucGSYo70slhVgkGP2b7L18.jpg,/cxwRjRccZzRmjR76NHuWtlLvgAb.jpg
1025,1336,Body Parts,,1991-08-02,/acerYgFrD4AOpTExWYKVcIeyPRZ.jpg,/3agESGnlIs3LB8OPa2mMvpJ3DNc.jpg
1026,1337,The Body Snatcher,,1945-05-25,/noIqfaKdX3go0GinBAfnnBnYTNh.jpg,/1dOCP2ahMVlA95SivxhEdVvcXZE.jpg
1027,1339,Dracula,,1992-11-13,/x4RwLFKvVm5X6zkrKRLBUkDIwuq.jpg,/ioHxm3D3JdSXR61LRhcVb8KdZOz.jpg
1028,1340,The Bride of Frankenstein,218406.0,1935-04-21,/vLfbjecIkkJeM3dot7Zig1YOBaO.jpg,/7YOfYQ6yhpBYWOh8vFQYfo2mm5I.jpg
1029,1341,Burnt Offerings,,1976-10-18,/kYdPPJONZFvPKIICB2zu5w19jVx.jpg,/hZiqE176wGdkv0XuiI8sKJasTDx.jpg
1030,1342,Candyman,98580.0,1992-09-11,/ohQcduQfptci64PtSVjJx6VExxn.jpg,/w5YQqrwzreHfa7RmXCB7rpLLxbe.jpg
1031,1343,Cape Fear,,1991-11-15,/5kP7l9GLnNhjtskegROnCgzLZJu.jpg,/4KvrvcqckdupXXO2YnANtyG7QLK.jpg
1032,1344,Cape Fear,,1962-04-12,/v4rCibmdklWP92CZg4DLJggFfYH.jpg,/bLGWxwubaOinAkgqLKqFpAETKFl.jpg
1033,1345,Carrie,257053.0,1976-11-03,/zwJFfKQdfiptK2GY6N8GkZFrAxJ.jpg,/n9JxLthRHwTWwu5OjFHVplkVSUg.jpg
1034,1346,Cat People,,1982-04-02,/zW8L1kjOVGYFjv05zZ9fKl001Uf.jpg,/dievCAlW1E3DgkYhgQ6Xcvr0ltf.jpg
1035,1347,A Nightmare on Elm Street,8581.0,1984-11-14,/67qMLI58HmQ5ArBsTVBxG4KHuRJ.jpg,/sXFlyjfWv544uKOJmPd2vVsaFm9.jpg
1036,1348,Nosferatu- eine Symphonie des Grauens,,1922-03-15,/awK6eXK5vH47qyuDiXLkF5MEwrn.jpg,/12sAvvSRW7VQyXxYRsTJKB7Gtts.jpg
1037,1349,Nosferatu a Venezia,,1988-09-15,/nQBlHLsUFvkyEVEmfMNsNadsW2u.jpg,/4wp8vf0en3fNwl567FRFoEfqPNP.jpg
1038,1350,The Omen,10919.0,1976-06-06,/zme4RH7DVdRSGrTk7bNvcGGywAW.jpg,/uY14zS4Sm2DdvFXeczFKgLgkQUP.jpg
1039,1351,Blood and Wine,,1996-10-03,/wMWjzV5RO9wS5ARfynbjaNJa902.jpg,/q8vjqmz3CTRyFlG5zKQNER67BTI.jpg
