,collection_ids,collection_name,collection_poster_path,collection_backdrop_path,collection_movie_ids,collection_movie_titles,collection_movie_backdrop_paths,collection_movie_poster_paths,collection_movie_release_dates,collection_movie_popularities
230,399,Predator Collection,/6Z7lASptoiRVxiCFvZaFgH9qp7u.jpg,/fXVzk9OxQwROCuiWvd0Cv76qmZi.jpg,106|169|34851|346910,Predator|Predator 2|Predators|The Predator,/ib247UzpzFwZp5XW2RZtwSHqLf0.jpg|/bXYpV6XAQnspjHaKPLtVclFdugD.jpg|/aBLsGBlDnDMgoKn3jmcVpiyUqGV.jpg|/f4E0ocYeToEuXvczZv6QArrMDJ.jpg,/p6fhq04t75yCfE0kSTNZGQvWuQ1.jpg|/4cAQgbIPislEeBJahLO5BsqAUZN.jpg|/gsnUhWMYLSD8VZS7nrMT9mj9BYr.jpg|/wMq9kQXTeQCHUZOG4fAe5cAxyUA.jpg,1987-06-12|1990-11-20|2010-07-03|2018-09-13,27.0|16.577|19.264|118.989
231,104847,Caddyshack Collection,/n9clX3GqME9yI1XWOsJlZGUSMeA.jpg,/nt3U4uU8GJz2zg2oTXSUFbFhI6j.jpg,11977|18509|210719,Caddyshack|Caddyshack II|Caddyshack: The 19th Hole,,/iGA1W74JAQpLKjsUQaFG9Ob1PMj.jpg|/4o9GJgYNdDRCpvHeMmL8hK29Xyn.jpg|/lb136Ri2xZIkAxFgdBgbDpru64w.jpg,1980-07-25|1988-07-22|1999-05-05,7.584|5.37|0.6
232,14740,Madagascar Collection,/kjA2VkYx929rPKMPFQRb0lPqY3w.jpg,/lzTIAbvMeGWB7PUrmBZXulGA28M.jpg,953|10527|80321|346655|161143|25472,Madagascar|Madagascar: Escape 2 Africa|Madagascar 3: Europe's Most Wanted|Madagascar 4|Madly Madagascar|Merry Madagascar,,,2005-05-25|2008-10-30|2012-06-06|2020-12-31|2013-01-29|2009-11-16,25.764|23.904|14.374|0.96|8.558|10.945
233,96661,Afro Samurai Collection,/3QgQ6fhidxfHzpNmFuzVINgjoHR.jpg,/nAukaWVd6WTqLmi7EE1XjMDcZ6h.jpg,14711,Afro Samurai: Resurrection,/abNbif4cSVGdmaA0HJapabT2der.jpg,/6snrLj3Ydmbu5L9giAYtiSNwE0U.jpg,2009-01-25,7.357
234,143766,The Substitute Collection,/hImw5aICI3kqEFARKVBzHkehVWb.jpg,,20762|29812|50820|54782,The Substitute|The Substitute 2: School's Out|The Substitute 3: Winner Takes All|The Substitute: Failure Is Not an Option,/oQnqRpDp61BiiT2F2EVy4FCfumD.jpg|/4LL91Jx9hx3WgEOpONBqAsF0qeR.jpg|/yDH1Pk2qUlEt3f8zhZeETaFX4WV.jpg|/8Z25IEna0r25AQ0PPYWg5tXUvmJ.jpg,/jlhe2SKWqW3F7BEQl3sOkgXLtkW.jpg|/h4TZ7ZXj1R6XUGrDbhHCyPXCuso.jpg|/8s9n86MgbT7Wc5EP9Nhdbep22XG.jpg|/xOtK574puxFlz2mBlPLJKDpqpb8.jpg,1996-04-19|1998-08-01|1999-08-14|2001-04-24,6.122|2.468|1.47|1.579
235,338327,Beach Party Collection,/kIKGCP58y67SUvIA7qOIO8zL9nT.jpg,/dIrrW4QqenLKxKDlt0AbPVjSO1E.jpg,86343|26879|26483|53617|39113|27376|26484,The Ghost in the Invisible Bikini|How to Stuff a Wild Bikini|Beach Blanket Bingo|Pajama Party|Bikini Beach|Muscle Beach Party|Beach Party,/yXEsO1OOAKteEvX6ad3f7NcBwHk.jpg|/k37GFIZ1YmWvE5SgjvLe6B5nS51.jpg|/6f6puGECx6WRd1FnJOh0WyxrZBE.jpg|/zx7Zj3joLJoXgHK1g0jgH7XS7x2.jpg|/gmDzOnQ2U46PVvXSEPzGXQMWVXE.jpg|/9AQ04fHCqNZvAz03pPCPNd44q1T.jpg|/1pAm3LFrrVfTDigM46W9rtpO6OY.jpg,/kDXgTxclAVb6uCSG2YI2oMeqUZV.jpg|/ol9HijeS63nEWGCCrc54aQUegAP.jpg|/9I85hGKWlfbTx02HUAB99KAEQLn.jpg|/qCSkjCJu1NHJcYVurbcdbkYOUP4.jpg|/ntBYSb9O1TWWOwv2Mh3aux9ouJH.jpg|/lZDXMY6FcYqrgoI1CyCeVQFIuaK.jpg|/TimfLNlLMHQZvQksgMGvdynmmc.jpg,1966-04-06|1965-07-14|1965-04-14|1964-11-11|1964-07-22|1964-03-25|1963-08-07,0.955|1.4|1.96|0.829|2.342|1.728|1.96
236,96665,Dumb and Dumber Collection,/e00cVFjUaiKEiTY1rWlSxACN3fz.jpg,/saUnj5K6buVafDfLfTozDH2eqdC.jpg,8467|10152|100042,Dumb and Dumber|Dumb and Dumberer: When Harry Met Lloyd|Dumb and Dumber To,/2BkcMxgEq7i5x69Q6w77JeEewWr.jpg|/dzGocMNPdWMfo52LcofnkfwrMaj.jpg|/pMNSiNT55XrxWPmoI5ytJyinRa8.jpg,/3PEAkZHa8ehfUkuKbzmQNRTTAAs.jpg|/eizaKEnF108gQq89f1XsAyVxjq6.jpg|/Ekw3ijq9L6RiKvv5m2tPOEklHF.jpg,1994-12-16|2003-06-13|2014-11-12,18.465|11.58|15.188
237,252313,The Endless Summer Collection,/zhG3P4ALlXxoFi0CGfcVsR3qmDL.jpg,/rbeqwDmy0yPMxBqA2ELvu08okcn.jpg,21|24257|50044,The Endless Summer|The Endless Summer 2|The Endless Summer Revisited,,/jqsZQPxeMjcvVN5aFGgAk7qQodr.jpg|/uNWiRuJWa4yRd4DsjonnWn7gEQG.jpg|/auv2uk6mehD8e0f3gQUpEEUfjeO.jpg,1966-06-15|1994-06-03|2000-08-08,2.589|1.26|1.4
238,473502,NASU Collection,/m2ObwEqUeeGUV9dXEsXYTmxegap.jpg,/4sTX8sslDL6N3natf8phGT18EYX.jpg,60843|62450,茄子 アンダルシアの夏|茄子 スーツケースの渡り鳥,/q5M67hKGATRiDs5xqK4qkMUkO7p.jpg|/28KV9hkHhBqjORUG7ZwMgwQ2bbl.jpg,/zQJfaP4aXMshACv0CpML7Gqvuky.jpg|/nG46oSVkSbNg1nu2yDIShEzK5DK.jpg,2003-06-26|2007-10-24,0.673|0.84
239,96671,The Human Centipede Collection,/mv0MySTqfXg2ndthOkBg6bGwlnk.jpg,/iNRMelQcaKeVdinF28uU9YOmvYx.jpg,37169|74997|94365,The Human Centipede (First Sequence)|The Human Centipede 2 (Full Sequence)|The Human Centipede 3 (Final Sequence),/j2RqEGY3DW9teKb1vExFIFapWPc.jpg|/rPfyX0pkmn8Ea4gh3DfsmzFUf05.jpg|/wmm6Ic2XFSZlusyf4kKxQ3EnDCy.jpg,/rhy5WMyLVmYQ9PfEM60pg25E3TL.jpg|/kFtAdkCO0vXN2RWu2oMcR9GZ9Hi.jpg|/sxyl4KEFAMKzdui2gtRhWCtxmAx.jpg,2009-04-26|2011-10-06|2015-05-22,11.673|12.63|11.423
240,2467,Tomb Raider Collection,/sgaP4WtVlKzz8FIcjbkevOycJiq.jpg,/plM0vErSrAwT3tJldstB9bv2AyN.jpg,1995|1996,Lara Croft: Tomb Raider|Lara Croft: Tomb Raider – The Cradle of Life,/806IiIwpOKek2XIFnnvbAYRfqpb.jpg|/htpsiWvI6AO1XsAiOa2lbLaiHlT.jpg,/m6aodY7SrvlTRiUFkxClaNAIQT.jpg|/yo6FSOs3uxsT8gp3FVd7c7RCLFs.jpg,2001-06-11|2003-07-21,26.895|15.81
241,420,The Chronicles of Narnia Collection,/sh6Kn8VBfXotJ6qsvJkdfscxXKR.jpg,/3dPVWuhk0MpnDkxUeNcYvUmsRTK.jpg,411|2454|10140|145225,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe|The Chronicles of Narnia: Prince Caspian|The Chronicles of Narnia: The Voyage of the Dawn Treader|The Chronicles of Narnia: The Silver Chair",,/l8RKDgjl9co0IgFZblxhtIOi5Uj.jpg|/kSSyzqw9C4wUggicG4D81XmptR1.jpg|/pRzEyrMSyvpHf92EhsVSg9Yr81t.jpg|/jeWLSJelf4xbDwjef7092zovXf6.jpg,2005-12-07|2008-05-15|2010-08-13|2019-12-31,23.061|13.422|14.038|5.98
242,96676,Never Back Down Collection,/2srb1k1nAPHk7lzpheLK8e76Clp.jpg,/f069jw6rYHIWfypDjzQvODuGSz8.jpg,8456|70006|391757,Never Back Down|Never Back Down 2: The Beatdown|Never Back Down: No Surrender,/39jfRKSZZlHxfrdZOsR4R80gVoc.jpg|/lSFqtjxMfAHa58TBDDBELKeq2DH.jpg|/pzjnObK3uiHcKwiir9OPPWzbW8f.jpg,/6vT35MJ67U3llfi6W7MbM5r2dav.jpg|/qeISu4rUk9l9sQTMs86fAoxSx8p.jpg|/dYNS4o4Q4DDLiKRAAvZ9KcrhHuy.jpg,2008-03-04|2011-09-13|2016-06-07,13.844|8.791|11.546
243,96677,Red Cliff Collection,/3KFgWRuNk3d9QGCnQUXKJSsfrLC.jpg,/46G7BAqK6LDAxIFVLq926rzN65o.jpg,12289|15384,赤壁|赤壁2：決戰天下,/pWoEDKPsgZvPOcWdNbHq7NxDFl2.jpg|/5cazRSejAsTlISJuWNRuuicnv4p.jpg,/uMiA2c1wrySRTI3f2ij5i2aCCya.jpg|/bDQLqE9vR9MU24VNgxvt0ST02Vi.jpg,2008-07-10|2009-01-07,11.752|9.66
244,96679,Road Trip Collection,/7bXQaid9TkgGAPuoYFHzbr1alv9.jpg,/iuYpphSiPphENadtbohjjhId7rP.jpg,9285|20618,Road Trip|Road Trip: Beer Pong,/vXT5Gw09k99o9XXqqxBPz9NKgsa.jpg|/hiPhFIvHHqvCX06pm6EaHKd70kU.jpg,/DCoZVnHVvtKTYwfM00dfVRbfUQ.jpg|/g3SnxYhaysmCn3V7nmwI3ZvRLth.jpg,2000-05-19|2009-08-11,8.81|8.015
245,96680,Smokin' Aces Collection,/nlVbASd2BX1k70cuY0LHb6EbX7R.jpg,/1TbMf5bJnYCP9sXhRSVHULPJDbw.jpg,29564|7516,Smokin' Aces 2: Assassins' Ball|Smokin' Aces,/aewGSdQ3YplwTzVyxYid5DH7idv.jpg|/adNmyXIUaOUw23jt0sYRZ0DiMZe.jpg,/4t8mSYKtaXGvaro48ci0ZMzVvbe.jpg|/sIxQqvlhqWRiw0czLNuGS8q3P4F.jpg,2010-01-19|2006-12-09,8.496|11.261
246,96682,Zeitgeist Collection,/zegp5qMeFmJY6ImUllNKDFCNSwD.jpg,,13016|13180|54293|67326,Zeitgeist|Zeitgeist: Addendum|Zeitgeist: Moving Forward|Zeitgeist: Beyond The Pale,,,2007-06-01|2008-10-02|2011-01-15|2012-12-19,5.413|5.4|4.642|0.6
247,508334,Angels in the ...,,,24795|36986|72956,Angels in the Outfield|Angels in the Endzone|Angels in the Infield,/8p7EMtGZStplGISGVFG5pU8Ftv.jpg|/e3Y1ZgxkFjbb02el3yHt4y5Pbuy.jpg|/mbKgnBjZnZrbeej66UibZqKMu04.jpg,/zdbzzEoWMYztvfGjm4kyKntwhEq.jpg|/bo3X1mCCDWyhzeJwRSWQxj7lKvr.jpg|/1NgtKCFk9qYVYIoKEyRIMZrMQOh.jpg,1994-07-15|1997-01-01|2000-04-09,6.982|0.951|0.62
248,432,Cube Collection,/pRshONhwgQYb2IYcxhEIMDFc62d.jpg,/4SdZhO4M5vJ48dqp7r8PieZ37RJ.jpg,431|437|438,Cube|Cube 2: Hypercube|Cube Zero,/7BtMwHuHCgi0oE0SuITgfWOmPTu.jpg|/81HCFSa2dhgkJIVe3aLrftR3cX6.jpg|/4rfHkswHlkEAxcEr5XtAKZnE1nJ.jpg,/u50r6chJGO2iqxVAvtQ07obiCkB.jpg|/6tPa2kvzsvOQTXK1JNO2JN9quBV.jpg|/m6Vn1rysx6vmgJuy78Ih9QxFoOy.jpg,1997-09-09|2002-04-15|2004-10-15,22.716|10.076|9.807
249,266672,Ted Collection,/uHKT9b6ptLpttGHlUF95sKQbtqF.jpg,/dGrNuWhapf8T0WH98xTC4LXgk1G.jpg,72105|214756,Ted|Ted 2,/sPiFgbWMSQxVMO6TuRFrkeWwarI.jpg|/nkwoiSVJLeK0NI8kTqioBna61bm.jpg,/yLdP2vDa1BqxLSbikGypGtAEOGe.jpg|/A7HtCxFe7Ms8H7e7o2zawppbuDT.jpg,2012-06-29|2015-06-25,11.469|19.638
250,70068,Ip Man Collection,/iXhYIEUNoYXeq3XiNasMAcThHMU.jpg,/1oCPXe4e0VHZTJX4nLkvxzayXK9.jpg,14756|37472|365222|449924,葉問|葉問2: 宗師傳奇|葉問3|葉問4,,/8knFfuqW289DJi2cpPl4RVTDkbo.jpg|/9mu13RSsvyDdlyD8TyjuQVrT0gM.jpg|/btpR9vlLhAhzSIPW1LkOQYx5hJb.jpg|/vn94LlNrbUWIZZyAdmvUepFBeaY.jpg,2008-12-12|2010-04-21|2015-12-19|2019-10-18,10.564|2.374|10.952|11.778
251,307637,Jingle All the Way Collection,/r8HluT9hKTWKtCggX1Krx9RMWZs.jpg,/grCEwz2sIneF1wlDtVx6UiLqtLc.jpg,9279|289728,Jingle All the Way|Jingle All the Way 2,/9SNO9BglZJgGTMOB5K4NVgecgX1.jpg|/bsRhkkFDXNKTaqzvzoPkZfdpGFr.jpg,/aaVkNhUONnkSv5ijPjq7pEmmWyE.jpg|/nQBQ8E1U9FvPySDmSvJ3gjvxJN7.jpg,1996-11-15|2014-12-02,16.65|3.241
252,221622,12 Rounds Collection,/5ra91krahJv3CKklkxb01Yo74r5.jpg,/cPNJRFgk1EtdqUAOSZ5gPigj741.jpg,17134|195269|351901,12 Rounds|12 Rounds 2: Reloaded|12 Rounds 3: Lockdown,/8Vpbcf1EO1lHSc57pY3Las82sF3.jpg|/wSG3k1rGDYMRXRhhFv0YEDPPw4N.jpg|/9zsbG1oNRlxR9wpvf3osq76TDXM.jpg,/i36NEi5TSYSxmu6dO0K1cAWxjGx.jpg|/5Snn69jLOifKply05tttfFM0k4a.jpg|/nCtKVLCh0h8QBsPO6P4drq2vPCR.jpg,2009-03-19|2013-06-01|2015-09-11,6.254|7.9|5.387
253,72119,Honey- I Shrunk the Kids Collection,/xxIwqQARS0RZu5cIENahqZSRw2a.jpg,/sfT3NqSnjEDY1449qBgQRWOIcaq.jpg,9354|11158|11425,"Honey, I Shrunk the Kids|Honey I Blew Up the Kid|Honey, We Shrunk Ourselves",/5AhzhhWMD7VxjXjvr1Cx3BmPxyj.jpg|/ae2oJzjdGcGo14iECNnkcnLlUyI.jpg|/43gS2YVc4GLSfKiIpOTt8GChRHZ.jpg,/f5eFxKYAd7hN1BxYzBg9qL1SDRe.jpg|/gwda8CnPAfHGwygclGiKddt60fX.jpg|/9QNAFB9apYxxGPa2F7BsiREMUA4.jpg,1989-06-22|1992-07-16|1997-03-18,8.526|11.392|8.962
254,557495,LEGO DC Super Hero Girls Collection,,,460135|506734,LEGO DC Super Hero Girls: Brain Drain|LEGO DC Super Hero Girls: Super-Villain High,/czMJC00MQs2ZOteJ0iTCzMpJF8o.jpg|/lNEb9p9GOfYOkWBHMiHHoL9p5mT.jpg,/8wz61l4LytNSg1sdlNN8ebQYkud.jpg|/pGvGOvCtFGFobwYldE6u8hWcusV.jpg,2017-08-30|2018-05-01,5.349|2.243
255,115142,Tales from the Crypt Collection,/jjZPZjBywbMZqK1nqSx6zhhk6KZ.jpg,/o9Nll2BovcZ9EDmBBMmnHx99wP4.jpg,9059|9431|41235|38939|53868|213503,Tales from the Crypt: Demon Knight|Bordello of Blood|Ritual|Tales from the Crypt|The Vault of Horror|Two-Fisted Tales,,/8uD5yk0ECebJ59lhvhTBKhUojc.jpg|/aKkUQ0Zd9TFlqfcMMHFKQBB15wZ.jpg|/s7oyVBwgPagZZsKEubWX605sBqp.jpg|/1aAGMI4DUzOlvKTVi9tnLYAyL58.jpg|/g8OmiX8pPRBToSmcT5zNPEhfFpj.jpg|/walRAzpkYoAtm90FKIpIzD7Px1a.jpg,1995-01-13|1996-08-16|2002-01-01|1972-03-09|1973-03-16|1992-01-18,9.099|8.144|2.523|5.986|4.093|1.327
256,8647,The Skulls Collection,/t2O0jkYLVRBfZpT7btzJv3lzPh1.jpg,/mTPVUQJ87z7FzJvtmCjXixJb8iD.jpg,8460|10594|11478,The Skulls II|The Skulls III|The Skulls,/aEjfP4DWshIDPhEFaFUq3W4XhXC.jpg|/tedm8Gw03pnJvFSsSUrL020ebHY.jpg|/7wF2HDlSfHnmWjo5XSj26NIkIeH.jpg,/8KKSRseqzteQ6lUu4U48eUvHBpC.jpg|/iWM2q1wGqLuoUT2WYB0W8HokN8E.jpg|/ww0HZpFwz9HtEW3HbrKtfts2tNH.jpg,2002-04-09|2004-03-23|2000-03-31,3.465|1.435|5.179
257,285130,2001 Maniacs Collection,/31dUYbRR7tzfzgUy6koBXfmrOaU.jpg,,10845|40912,2001 Maniacs|2001 Maniacs: Field of Screams,/9AcCYLmnt3kCYT3C2XUXZV1rYS7.jpg|/wtCH8dPzp6r5e5pRNdzHc5bNmOB.jpg,/iaNyu2g37ZNGlFLSmAxZ9TzvTPd.jpg|/2Cdo9TBhb59aPn5tButVODD36Oj.jpg,2005-05-12|2010-07-20,5.632|2.283
258,8650,Transformers Collection,/vOUPHWV8aGXq4yYQ2csje5LdT6g.jpg,/zvZBNNDWd5LcsIBpDhJyCB2MDT7.jpg,1858|8373|38356|91314|335988|424785,Transformers|Transformers: Revenge of the Fallen|Transformers: Dark of the Moon|Transformers: Age of Extinction|Transformers: The Last Knight|Transformers 7,,,2007-06-27|2009-06-19|2011-06-28|2014-06-25|2017-06-16|,6.663|7.115|5.579|20.385|23.221|4.676
259,4563,The Vengeance Collection,/ilyS5xmHzMtTq4ngVRNKvZEbSRo.jpg,/t5zZZOvXK8m5z1omMdEEWcL6ywl.jpg,670|4550|4689,올드보이|친절한 금자씨|복수는 나의 것,/qUxC2uJnHgGKq6Qvy4sYPxy0hoJ.jpg|/bpQiLzFVXfoEOJ2pLFeslSBhR6j.jpg|/mZNfIaAp4gHrOQwYjnaGcjgulVR.jpg,/rIZX6X0MIHYEebk6W4LABT9VP2c.jpg|/vymGV0lscCGpaLjGyQhxkjq0jeg.jpg|/fOoOPOLgstU6ZdJAHHGFjuWKPGj.jpg,2003-09-28|2005-07-29|2002-03-29,20.898|12.678|9.535
260,170452,Timecop Collection,/7MzxlFFswI2OB7PifjnyMrrYke5.jpg,/mIqsp7AFmyTYjJ4N9qv3FhAUz60.jpg,8831|18051,Timecop|Timecop 2: The Berlin Decision,/3iDik1VJkpZbmUNNOKHlWKu3or4.jpg|/bBvwSdGTQHi7lWdaDoDduczKKdb.jpg,/q2ENMsGRUmoglHKPyOQe2fdy1cb.jpg|/x7YZPuYSwQPLTJGN6WR0EKqnvda.jpg,1994-09-15|2003-09-30,7.763|3.849
261,10709,The Mighty Ducks Collection,/aUM5CXRiOu0YgrRZtDZSp997zgr.jpg,/8C8f3UkMgNofmipZ4b42UqdnUYb.jpg,10414|10680|11164,The Mighty Ducks|D3: The Mighty Ducks|D2: The Mighty Ducks,/jbREFnhxvVFCfgdMLkcI7Fb3Hz7.jpg|/fh3FYAYSM0cZr648ooN033UlxvN.jpg|/s7RrWXNfQDU6nO9XriBnL3kZD4g.jpg,/4qXfjDlDEGuN3xRNawh4WZo5o96.jpg|/umoEeNQqhvUg7jnpdGZnvNHCRFS.jpg|/ZITicpWKxy2d3JnpWMypbUn91e.jpg,1992-10-02|1996-10-04|1994-03-25,7.124|7.487|10.572
262,381396,Bats Collection,,,10496|70024,Bats|Bats: Human Harvest,/hchZiGTq5fUBYzqhsIGvarLsVCf.jpg|/7zanZMlqseQ38Nq3ApqF20mRDSQ.jpg,/pZRcf2BwcxWg594X6XT2jkR2qdb.jpg|/ykRiMerjJPWeVlPamivyWhBgnM0.jpg,1999-10-22|2007-11-10,3.891|1.302
263,86486,Spy Kids Collection,/yqpS8N5w7VYo3gmFtHsGwHTV4Td.jpg,/oxjNAfQJ1OrySttZSeLayky6T9k.jpg,10054|12279|56288|9488,Spy Kids|Spy Kids 3-D: Game Over|Spy Kids: All the Time in the World|Spy Kids 2: The Island of Lost Dreams,/dBKYaFk1UKvdh0fLIyJgzdWsDno.jpg|/bmuTrxbPcr1nKCsV5YWWJi73PGR.jpg|/aezGIrtl4Q8KaLltPum0hR4VRuB.jpg|/5rKa5UKXnTdLsgY0mJbjAEQX3gB.jpg,/10zMofjfvnKahF8wqZ4nNzVeNps.jpg|/tethGDyocmatW6Li1NcUBXQo6Oo.jpg|/eHldUGDNxb4ZPQSPDnGolyFDECa.jpg|/tt8IpWLJYmTlATHFhsxmA1U5RDy.jpg,2001-03-18|2003-07-25|2011-08-18|2002-08-07,12.933|10.403|11.137|11.825
264,10713,Universal Soldier Collection,/w6VKg5MJFmoACGgLcDUMmNSPYOv.jpg,/bonZuSo9YE7LFHEFE8oLD3qv32o.jpg,9349|10366|10704|27847|28510|122857,Universal Soldier|Universal Soldier: The Return|Universal Soldier II: Brothers in Arms|Universal Soldier III: Unfinished Business|Universal Soldier: Regeneration|Universal Soldier: Day of Reckoning,/vDzW5BmYnuHbDiMJ6je5E9FLzEJ.jpg|/3cihutGzbXIHr45cCSaOKQgYg3h.jpg|/essvholc16woGDB3eWl4mbTigUo.jpg|/vl9RSfWg2tV7UM5t5sYcnpMZyc3.jpg|/riLR1FJpiOEXeGDK9tuI7Ub0SRQ.jpg|/88h0IfkoTFTQ9P7AwDVpGYXFsrz.jpg,/jABswtfPt03TWjfJnUJ3HmMWWjT.jpg|/zy0M1Mf7nqiazIYh2D49bbxnlIn.jpg|/fUfbZTjUU3gAvRyMigtLop85Yzj.jpg|/1FfctmmZkz6Aa3JSgjWYTA54rAr.jpg|/cfrlspTWu1DDwpoAZjcrvWgcLfg.jpg|/2vFlwNhV9HgbjfYZaEhRPfNwSuW.jpg,1992-07-10|1999-08-05|1998-09-27|1999-12-01|2009-10-01|2012-10-04,13.0|8.955|4.278|2.776|8.968|7.354
265,41437,Paranormal Activity Collection,/lYXAMmm9XlYmj5Dr4O9diLQVCJS.jpg,/hZMiAPeINRH0M2X1PBEgn6YdULy.jpg,23827|41436|72571|82990|146301|227348|59429,Paranormal Activity|Paranormal Activity 2|Paranormal Activity 3|Paranormal Activity 4|Paranormal Activity: The Ghost Dimension|Paranormal Activity: The Marked Ones|パラノーマル・アクティビティ 第2章 TOKYO NIGHT,/sPaDUSuVQy1SL7ybnxilgWzLDAQ.jpg|/dhaxwFoaOGIKnJiqHl5hndmyU0s.jpg|/7b0ksqDWSZzmfOLSOok7Hh8eKqk.jpg|/qDaIOqnC5pQyknm7SLnxlffklVy.jpg|/sjjI9CjDeGrcTIH5bPoSta6VzWx.jpg|/zEgaJ33dWkXBcl7J5IjRBTWdyLL.jpg|/u6v0puLnaAexMVudOXsCeRTqWze.jpg,/ns7J1iMSDs5UkEVjMXLPiss7Lrt.jpg|/hFMMrqDR16yNRf77plyvbkxohg6.jpg|/uDO3wyyxrMm93lZZBuslLQxNMgJ.jpg|/fBUlONud4kLwDlkg5uZfi9NVEAX.jpg|/n0AfUcjG6A5kYQKmu31Xdsnynra.jpg|/fMC6CqCRDzQDxAibydeZF9XBAJ4.jpg|/suAqIz84mvAkX20JWbeLcZ7MTp4.jpg,2007-09-14|2010-10-20|2011-10-19|2012-10-17|2015-10-21|2014-01-01|2010-11-20,16.342|10.275|9.217|8.317|6.939|9.002|6.883
266,178654,White Fang Collection,/6GyuRqvPp3IPlaAY5xCIFKQxfQw.jpg,/iKJOz9eUg3Exnqq77gxHQ1zNBmc.jpg,12227|43643,White Fang|White Fang 2: Myth of the White Wolf,/7dXf5hAExjnVbdmmWvrcDWX8EE8.jpg|/pKWjQPLyWLVGeF0UhKmWsvQK5Jw.jpg,/7t38K0X8fPH1OyG22jE5TjFrVDl.jpg|/bmuO33bIdTZikahvccaFbe1eB6r.jpg,1991-01-18|1994-04-15,10.514|2.861
267,137696,Monsters- Inc. Collection,/8xHtCUKfre8b4tkpUWU1y67Cnqr.jpg,/uzKkKhTWGSEdsN2rYanJTVAyTLi.jpg,585|62211|13931,"Monsters, Inc.|Monsters University|Mike's New Car",/eKBUYeSgGVvztO2MZxD5YMcz6kv.jpg|/5mDCKKS7M8aUZKdShnCa7lLbzmH.jpg|/cWUOlaNY8QNqmXOSZcI17yxTb8w.jpg,/93Y9BGx8blzmZOPSoivkFfaifqU.jpg|/a05xQU9huY3P5uurLcGGHmsf2Vh.jpg|/5CHjWlSuwj4W9sE5KwtDU4loX6J.jpg,2001-11-01|2013-06-20|2002-05-24,22.896|12.286|7.904
268,10721,Mimic Collection,/wu9bW6MiaT5LFIEwyplr1D9wnAk.jpg,/oOZpLQaVyoWDgQ41lGlToRlH1aB.jpg,4961|10706|33005,Mimic|Mimic 2|Mimic: Sentinel,/gNdbzXwf3StDHDmo7q54ICQJ9tU.jpg|/3unnwvXvBy2OA45oQoYfvw0xnEU.jpg|/fVpUfzk9Ncmj6vYyAgJJoKzvt8Y.jpg,/tkmSgkekKleTx46a1ERny967Ws5.jpg|/13tSI83ucR7XuQcr7muAjNIgH91.jpg|/vNAwfgBPZXprxfgx7cF5Cji4be1.jpg,1997-08-22|2001-07-17|2003-04-14,10.091|5.856|5.156
269,137697,Finding Nemo Collection,/wtie42vgM6OY1OGmrtT4kupQBBP.jpg,/2hC8HHRUvwRljYKIcQDMyMbLlxz.jpg,12|127380,Finding Nemo|Finding Dory,/n2vIGWw4ezslXjlP0VNxkp9wqwU.jpg|/3iSCdXjDmY3DuEOUYsElu35vQU6.jpg,/syPWyeeqzTQIxjIUaIFI7d0TyEY.jpg|/z09QAf8WbZncbitewNk6lKYMZsh.jpg,2003-05-30|2016-06-16,20.385|19.656
270,256484,Carnosaur Collection,/jzhDqXOiXz1UfmeLYS8H6HVAs52.jpg,/f0YLrOzjtUpVO0oMYLbLK4m3fqJ.jpg,39283|65460|55667,Carnosaur|Carnosaur 2|Carnosaur 3: Primal Species,/f0YLrOzjtUpVO0oMYLbLK4m3fqJ.jpg|/wMpoXjaHgURcsP7u9mGAlEzHzXy.jpg|/cG8JfLpTUdzNTOHI8xRJLpeZd1X.jpg,/c5BRRRIbM7ZOhGHITbJGVpDpDi7.jpg|/bGuXeWTn6JNYcGdORwvSSI2U5BI.jpg|/ewNhASQV6zZnzomND2m1VBfs2Hh.jpg,1993-05-21|1995-02-23|1996-11-21,4.572|1.872|2.617
271,166373,The Marine Collection,/7sPY1VK4yD5Zlv16DUei65rtrjn.jpg,/rpUficLJq3I7GvRafTVT1TVRsms.jpg,27310|171581|329540|445993|8975|548928,The Marine 2|The Marine 3: Homefront|The Marine 4: Moving Target|The Marine 5: Battleground|The Marine|The Marine 6: Close Quarters,/tyIBikDluLbsh7mDf1DH9Dyrbm7.jpg|/1PEWdvo5IfJZg8rl3PgGMbpyIgR.jpg|/czYLaixhb66feZksP5oEYnd2Z5w.jpg|/eiJMxdnjruvBM4BcNPw5ePvF8Sw.jpg|/8eUeXY5XvVbOuU7tkctOmTNJ3PU.jpg|/oYLR6uhKaGeAw3CJYOhvDgUzvJq.jpg,/o4sUQjTHLd4D4n45Dc1iobOScOz.jpg|/bk0pRVOvgYjGnaeTR3IvdSZuPVy.jpg|/y2nNjdh5xN2sSAZvAfdQWxk7Lpg.jpg|/9dbZqft6gS34f4qVncU6APBAKWU.jpg|/nyfNJo6Htju5h0Xgj6szROpxqdt.jpg|/kZgnbvTK1TBI8EjMyhCMYqzk7IN.jpg,2009-12-29|2013-03-05|2015-04-10|2017-03-16|2006-10-13|2018-11-02,7.565|7.724|5.708|8.469|10.027|15.119
